"Cargo type"," (Weight)"
"292419",
"29241900",
"292421",
"292429","326528"
"2925",
"292529","1029"
"2926","654303"
"292610","54840"
"29261000","60274884"
"292640",
"292690","685669.6"
"29269000",
"29269001",
"29269070","50918.4"
"2927",
"2928","78320"
"292800",
"29280090",
"2929",
"292910",
"29291000",
"29291010",
"292990",
"2930","293760"
"293000",
"293030",
"29304090",
"293090","32214"
"2931","291"
"293139","54825"
"293190","62478"
"29319000","54714.8"
"2931900000","23100"
"2932","26713"
"293219",
"29321900",
"293220",
"293292","45717.62"
"293293",
"293299",
"2933","274236"
"293319",
"293329","14421"
"293339","34850"
"29333910",
"293349","23119"
"293352",
"293359",
"293361",
"293369","47308"
"293379","35947"
"293399","185573.28"
"2934",
"293410",
"293499","43875.2"
"2935","6460"
"293590","32400"
"2936","48049.82"
"293621","323.4"
"293622","100.8"
"293623","202"
"293624",
"293627",
"293628","2037"
"293629","17634.2"
"293690",
"293911",
"2940",
"2941","30932"
"294110","7896"
"294190",
"2942","19946.17"
"294200",
"300120",
"30012010",
"3002","0"
"300230",
"300290",
"30029050",
"3003","8109.34"
"300310",
"300320",
"300390","49028"
"3004","2100558.48"
"300400",
"300410",
"300420","21168"
"30043200",
"300439","1841"
"300449","2246"
"300450","33832"
"30045039",
"3004505010",
"300490","555722.991"
"30049000",
"3004900002",
"30049022",
"30049063",
"30049069",
"30049079",
"30049084",
"30049087",
"30049093",
"30049099",
"3005","39560"
"300510","42728.7"
"300590","31073"
"30059010",
"30059031",
"3006","88027"
"300610",
"300620",
"3006300",
"30063000",
"300640",
"300660",
"300670",
"300692",
"3025","20293"
"30311",
"30324","27500"
"30353",
"303530",
"303539",
"30354","24150"
"3036","51832.8"
"30391",
"303919",
"3040",
"30429","26250"
"30462",
"304719",
"30489",
"30530",
"305420",
"30559","17565"
"30562","33304"
"30617",
"30743",
"30749",
"310000",
"3101","3038781"
"310100","967260"
"31010000","6333120"
"3102","174880749.35"
"31021",
"310210","2822400.7"
"31021000",
"3102100100",
"3102101",
"31021010","156993"
"310210100",
"31021090","23805.73"
"31022100","24228549"
"31022900",
"31023000",
"31023010",
"31023090","3300000"
"310230900",
"310240",
"31024010","3149320"
"31024090","24320000"
"310250","482235"
"31025000",
"310260","834531.81"
"31026000",
"31029000",
"3103","20442"
"31031010",
"31031090",
"3104","266234084"
"310400",
"31042000","54768160"
"31042010",
"31042050",
"31042090","26300000"
"310430","49923.44"
"31043000",
"310450",
"3105","168111197"
"310500",
"310510",
"31051000",
"310520","9099777.13"
"3105200",
"31052000","116580020"
"31052010","25854930"
"3105201090",
"31052090","30945"
"310540","4103774.94"
"31054000","48400000"
"31055100",
"31055101",
"310554",
"310559",
"310560",
"310590","500000"
"31059080","2849513"
"3106",
"3107",
"3113",
"3114",
"3124",
"3201",
"320120","38300"
"320210",
"3203",
"32030010","526"
"3204","63472"
"320400",
"320411",
"320412","10530"
"320413","10570"
"320414",
"320415",
"320416",
"320417",
"32041700",
"320419",
"32041900",
"320420","700000"
"320490",
"320499",
"3205",
"3206","124200"
"320611","147668"
"32061100",
"320619","168"
"320641",
"320649","154651.2"
"320650",
"3207","12376.9"
"320710","163"
"32071000",
"320720","61438"
"32072010","70367"
"32072090","82628"
"320740",
"32074085","76429"
"3208","34440.8"
"320800",
"320810",
"32081010",
"32081090",
"320820","389983.6"
"32082010","14208"
"3208201090","8880"
"320890","14750.978"
"32089011",
"32089091","1062.2"
"32089099",
"3209","21200"
"320900",
"320910","40055.809"
"32091000",
"320990",
"3210",
"321000",
"32100010",
"321019",
"3211",
"3212","81230"
"321210","26342"
"321290","6"
"3213","36748"
"321310","12071.67"
"321390","31776.1"
"3214","245378.746"
"321410","82310.08"
"3214100010",
"32141010","884847.096"
"32141090",
"321490","55307.98"
"32149000",
"3215","138547.05"
"321511","19140.3"
"32151100",
"321519","28330"
"32151900",
"321590","18229.3"
"32159020",
"32159070","38640"
"322062",
"3232",
"3240","423881.916"
"3288",
"3301","943"
"330110",
"3301250010",
"330129",
"330130",
"330190",
"3302","57340.719"
"330210","78171.501"
"33021010","8861.8"
"330290",
"33029010",
"3303","65940.2"
"330300",
"33030010",
"33030020",
"33030090","11090.33"
"3304","411602.33"
"330400",
"330410","9223.505"
"33041000",
"330420","90438.21"
"330430","7551.4"
"330491","17458"
"33049100",
"330499","386442.64"
"33049900",
"33049909",
"33049910",
"33049990",
"3305","61023.873"
"330510","132639.682"
"33051000",
"330530",
"330590","18898.916"
"33059000",
"3306","225352.86"
"330610","14317.65"
"33061000",
"330620",
"330690","1352.626"
"33069000",
"3307","484686.634"
"330710",
"330720","63379.551"
"330730","40915"
"33073000",
"330741","49500"
"330749","52065.69"
"33074900",
"330790",
"33079000",
"330940",
"3401","197508.6"
"340100",
"340111","51062.4"
"34011100",
"340119","47276.52"
"340120",
"34012090",
"340130",
"34013000",
"3402","1362543.68"
"34021",
"340211","18720"
"34021110",
"34021190",
"340212",
"340213","4132812"
"34021300",
"340219","38525.92"
"34021900",
"340220","357140.027"
"34022090","27737.1"
"340290","2868720"
"34029010",
"34029090","3617.6"
"3403","620496.25"
"340300",
"340311",
"34031100",
"340319","13679"
"34031910","265235.56"
"34031980","31763.13"
"340391",
"34039100",
"340399","7863.48"
"34039900","44786.12"
"3404",
"340490","107355.36"
"34049010",
"340499",
"3405",
"340510",
"340520",
"340530",
"340540",
"34054000","202"
"340590",
"3406","771.115"
"340600","24831.6"
"34060000",
"3407",
"340700",
"34070000",
"3410027",
"3410028",
"3420",
"3456",
"3501","46440"
"350110",
"350190","62208"
"35019010","18900"
"3502",
"3503",
"350300",
"3504","25250"
"350400",
"35040010",
"35040090",
"3505","79284"
"350510","871080"
"35051050",
"3506","318232.429"
"350610","236941.994"
"350691","118724.5"
"35069190","9861.12"
"350699","2352.354"
"3507","63016"
"350790",
"35079090","8894.63"
"3519",
"3603",
"3605","66875.274"
"360500",
"3606",
"360610",
"360690",
"36069090",
"3700",
"3701","58945"
"370110",
"37011000",
"370130","183826.86"
"37019960",
"3702","254344"
"370243",
"37025300",
"37040010",
"3707","12520"
"370790",
"37079029",
"3801","40800"
"380110",
"38011000",
"380190",
"3802","325620"
"380210","1598075"
"38021000",
"380290","131370"
"3804",
"380400","50280"
"38040000",
"3805",
"380510",
"380590",
"3806","24276"
"380610","258920"
"380690",
"3808","123626"
"380800",
"38085000","2086940"
"380869","35168"
"380890",
"380891","133638"
"380892","6924.4"
"38089210",
"38089250",
"38089290",
"380893","346199"
"38089311",
"38089315",
"38089327",
"380894","34170.28"
"38089490",
"380899",
"38089990",
"3808999000",
"380910",
"380991","124"
"380992","39520"
"3810",
"381010",
"381090",
"3811","3196985"
"381110",
"381111",
"381119","809"
"38111900",
"381121","2464820"
"38112100","396480"
"381121000",
"3811210090",
"381129",
"38112900",
"381190","20160"
"38119000",
"3811900000","9631.8"
"3812","255936"
"381210",
"38121000",
"381220","81834"
"38122090","274742"
"3813",
"381300",
"38130000",
"3814","797.5"
"381400",
"38140010",
"38140090",
"3815","19970"
"381511",
"381512",
"38151200",
"381519","97340"
"38151910",
"38151990","312268"
"381590","38904"
"3816","445466"
"381600",
"38160000","439917.858"
"3818",
"381800","53340"
"3819",
"381900",
"38190000",
"3820","185044.65"
"382000",
"38200000","52977.62"
"3821","11182"
"382100",
"3822","93214"
"382200","51136.9"
"3823","298624"
"382311",
"38231100","34136"
"38231112",
"382319","47480"
"38231990","2685060"
"382370",
"3824","587011"
"382400",
"382410",
"38241000",
"382440","137218.8"
"3824400","16222"
"38244000",
"382450","109400"
"382460",
"38246019","257862"
"382478","102620"
"38249",
"382490",
"38249000",
"38249010",
"38249011",
"38249090",
"38249097",
"382491",
"382499","416821.84"
"38249945",
"38249970",
"38249992","274460"
"38249996","0"
"3824999699","67980"
"3825",
"382510","1445200"
"38251000","51324271"
"3825100000",
"38252000",
"382530",
"382550",
"382590",
"38259090",
"38260010","16507665"
"38689490",
"3901","1408911.34"
"390100",
"39011",
"390110","932395.7"
"3901100090",
"39011010",
"39011090",
"390120","1189590.06"
"39012090","582998.94"
"390130",
"39013000",
"390140",
"390190","178031"
"3902","288133"
"390210","370135"
"39021000","2020675"
"390220","40920"
"390230",
"39023000","25344"
"390290",
"3903","2473647"
"390300",
"390311","1073274.24"
"39031100",
"390319",
"390330","65984"
"390390",
"39039000",
"3904","51184"
"390410",
"390421",
"390422",
"390469",
"3905","132864"
"390521",
"390529",
"390530",
"390599","22000"
"3906","442435.6"
"390600",
"390690","328204"
"39069090",
"3907","1160852.8"
"390710",
"390720",
"39072011",
"3907202009",
"3907202090",
"39072099","52040"
"390730","8281.003"
"390740",
"390750",
"39075000",
"390760",
"3907600010",
"390761","122670"
"39076100",
"390769","40200"
"39076900",
"390770",
"390791","317105.44"
"390799","34240"
"3907998090","18880"
"3908","46275"
"390810","326001"
"390890",
"3909","264621.95"
"390900",
"390910",
"390931","539564"
"390940","19830"
"39094000",
"390950","54151.5"
"39095010",
"3910","35195"
"39100",
"391000","57276"
"39100000",
"3910000002",
"3911","430221"
"391110","4769214"
"39111000",
"391190","305700"
"39119099",
"3912","2281840"
"391210",
"391212","529009.4"
"391220",
"391231","177480"
"391239","20482"
"3912398590",
"391290","1047500"
"3913",
"391300",
"391390",
"39139000",
"3914","158880"
"391400",
"3915","2230655"
"391500",
"3915000","260000"
"391510","766640"
"39151000",
"391520",
"391530",
"391590","244354.5"
"39159000",
"3915900010",
"3915900090",
"39159002",
"39159080","90010"
"39159090","23740"
"3916","93079.04"
"391610",
"39161000",
"391620",
"39162000",
"39163100",
"391690","8996"
"39169010",
"3917","288940.46"
"391700",
"391710",
"391721","21826.37"
"39172110",
"391722",
"3917229000",
"391723",
"39172310",
"391729",
"391731",
"39173100",
"391732","3347"
"391733","33668"
"391739","6660"
"39173900","570.9"
"391740","305465.94"
"39174000","19982"
"3918","109456"
"391810","21294"
"39181010",
"391890","51478"
"3919","132469.85"
"391910","369218.4"
"39191012",
"39191015","2353"
"39191019",
"39191080",
"391990","122958.249"
"39199000",
"39199080","7657"
"3920","2102911.17"
"392000",
"392010","985194.9"
"39201023",
"39201024",
"39201025",
"39201040",
"39201089",
"392020","131357.84"
"39202021",
"39202029",
"39202080",
"392030",
"392043","54760"
"392049","38800.8"
"392051","758.4"
"39205990",
"392061",
"392062","169876.18"
"39206212",
"39206219",
"39206290","98081"
"392063",
"392069",
"392071","7608"
"392073",
"392091",
"392092",
"392099","2979"
"3921","274384.62"
"39211",
"392110",
"392111","1252.38"
"39211100",
"392112","16312.87"
"39211200",
"392113",
"39211310","1135"
"392113100",
"392119","97285.07"
"39211900","1701.92"
"392190","55187.61"
"39219010",
"39219060",
"39219090",
"3922","57602.63"
"392210","87951.44"
"39221000","4511.5"
"392220","30670"
"39222000","7.5"
"392290",
"39229000","94.4"
"3923","1559648.821"
"392300",
"392310","396847.542"
"39231000",
"39231090",
"3923109000",
"392321","184806.68"
"39232100",
"392329","126139.19"
"39232910","390"
"39233",
"392330",
"39233010","8531.126"
"39233090",
"392340","8190"
"39234010",
"39234090",
"392350","5691.2"
"39235010",
"392390","220272.55"
"39239000",
"39239090",
"3924","888380.84"
"392410","332076.37"
"39241000",
"392490","198345.48"
"39249000","459.54"
"392499",
"3925","3040"
"392510",
"39251000","27000"
"392520",
"39252000",
"392530","10044.45"
"392590","3163.389"
"39259010",
"39259020",
"39259080",
"3926","2338142.51"
"392600",
"392610","90765.21"
"39261000",
"392620","73934"
"39262000",
"39262090",
"392630",
"3926300000",
"392640","16322.1"
"39264000",
"392690","1114679.259"
"39269000","69546.5"
"39269050",
"39269083",
"39269092",
"39269096",
"39269097","88293.12"
"39269099",
"393290",
"3934",
"4000",
"400032",
"4001","5931776"
"400100",
"400110",
"400121",
"4001210010",
"400122","3593812"
"40012200",
"400129",
"400130",
"40013020",
"4002","411416"
"400211","345757.61"
"40021100",
"400219","172888"
"40021990",
"400220","842600"
"40022000",
"400231","115348"
"400239",
"40023900",
"400259",
"400260",
"400270",
"40029100",
"4003","168350"
"400300",
"4004",
"400400",
"4005","11129"
"400510","32445"
"400520","20684"
"400591",
"40059900",
"4006",
"4007",
"400700",
"400811","47732.233"
"40081100",
"400819",
"400821",
"400829",
"4009",
"400911",
"40091100","15770.8"
"400921",
"400922","3841"
"400931","21660"
"40093100",
"400932",
"400941",
"400942",
"40094200","13086.453"
"4010","552"
"40101100",
"401012",
"401019",
"401031","20880"
"401032",
"401033",
"401034",
"40103438",
"401039","513.47"
"4011","5743410.279"
"401100",
"401110","1189995.083"
"40111000",
"40111010",
"40111050",
"40112","24000"
"401120","905277.25"
"40112010","21117.78"
"40112090",
"401140","21453"
"401150","31922.68"
"401161",
"401162",
"401169",
"401170","2221233.553"
"40117000",
"401180","1415586.91"
"401190","8874.17"
"40119000",
"401192",
"401194",
"401199","26675.04"
"4012","68076.59"
"4012100",
"40121100",
"401220","14300"
"4012330000",
"401290","76628.516"
"40129010",
"4013","45006.06"
"401310","43342.506"
"401320",
"401390",
"4014",
"401410",
"40141000",
"401490",
"4015","220475.36"
"401500",
"401511",
"401519","162076.6"
"40151900",
"4015190510",
"4015190550",
"401590",
"40159000",
"4016","474618.4"
"401610","6860"
"401691","118109"
"4016910",
"40169100",
"401692",
"401693","11615"
"40169300",
"4016931010",
"401694",
"401695",
"401699","4359.222"
"40169957",
"4017","4453.416"
"40210",
"4033",
"40342",
"40401",
"40410","354844"
"404100",
"4041002",
"40490",
"406105",
"406108",
"406303",
"4064",
"40690","50962.48"
"406902","25430.13"
"4077","49350"
"40799980",
"409000",
"4100",
"4101","13982"
"41014030","13982"
"410190","54178"
"4102","25950"
"410210","40078"
"410441",
"4105","19200"
"4107","51700"
"410719",
"410799",
"4109","24065"
"41112",
"4112",
"411320","30850"
"411510",
"4196",
"4201",
"420100",
"4202","126108.34"
"420200",
"420210",
"420211",
"42021110",
"420212","50240.04"
"42021211",
"42021290","5500"
"420219","2331.5"
"420221","6592.23"
"420222","29123.32"
"42022200",
"42022210",
"420229",
"420231",
"420232","6383.33"
"420291","8277.8"
"42029100",
"420292","43762.4"
"42029200",
"42029211",
"42029291",
"420299",
"4203","140464"
"420310","2300"
"42031000",
"420321",
"42032100",
"420329","16683"
"42032910",
"420330",
"42034030",
"4205",
"420500",
"42050090","4640"
"42121",
"4219",
"4260",
"42686",
"4290",
"4302","5476.97"
"430219","8642.9"
"430310",
"430400",
"4400",
"440000",
"44001",
"440011200",
"440013020",
"44001320",
"4401","130274760.8"
"4401000",
"44010000","358862"
"440100000",
"440110","215582"
"44011000","141903226"
"4401102",
"440111","4323039"
"44011100","267694"
"4401112","24000"
"440111200",
"440112","50030539.9"
"4401120",
"44011200","3045253.2"
"440112000",
"4401120040",
"4401122","0"
"44011220","25932"
"44011290","25913"
"440119","55180"
"44012000",
"440121","65750"
"44012100","77494637.8"
"4401210000",
"440122","515854"
"44012200","302238014"
"4401220000",
"44012290","39350"
"44012330",
"44013",
"440130","331260"
"440130010",
"44013010",
"44013020",
"44013040",
"44013080",
"44013090",
"440130900",
"440131","9380254"
"44013100","1073459127"
"4401310000",
"440139","5166553.6"
"4401390","32000"
"44013900","106600"
"4401390000",
"44013920",
"44013930","2951800"
"44013980",
"44013990",
"440140","1878086"
"44014010","88540"
"44014021",
"44014090",
"4401409000","19883801"
"440141",
"4402","12291"
"440210",
"44022100",
"440279",
"440290","556307.27"
"44029000","147862.8"
"4403","18531669.25"
"44030000",
"44031000",
"440311","144000"
"44031100",
"4403110000",
"440320","21057"
"44032000",
"440320039",
"44032011","11807280"
"44032019",
"44032031",
"44032039",
"4403203990",
"44032091",
"44032099","3718701"
"440320990",
"4403209900",
"440321","566539"
"4403211",
"44032110","3406540"
"4403211090",
"44032190",
"440322","150460"
"44032200",
"440323","2139309"
"4403231",
"44032310",
"4403231090","9953300"
"44032390",
"440324","790111"
"44032400",
"4403240090",
"44032510","7954464"
"440326",
"44032939",
"440331",
"440341",
"440349",
"440391",
"44039110",
"440392","67058"
"44039200",
"44039210","34876919.19"
"440395","13664862"
"4403951",
"44039510","311538"
"4403951000","4831182"
"44039590","778520"
"440396","4204178"
"44039600","21936186.522"
"440397",
"44039700",
"440399","2801229"
"44039900","297990"
"4403990030",
"4403990150",
"440399030",
"44039910",
"44039926",
"44039930",
"44039951","7987000"
"4403995100",
"44039959","14680511"
"4403995900",
"44039995","4762356"
"4403999500",
"4404","419424"
"440410","713540"
"4404100","42360"
"44041000",
"440410000",
"4404100000",
"44042099",
"44042900",
"4405",
"440500",
"44050000",
"4406",
"44061000",
"44069000",
"440691",
"4407","69783380.4"
"440700","506250"
"44070000",
"4407000000",
"44071",
"440710","263085"
"44071000",
"44071001","45524.15"
"4407100182",
"44071012",
"44071015",
"44071020",
"44071031",
"44071033",
"44071038",
"44071090",
"44071091",
"44071093",
"44071098",
"440711","34160172.31"
"44071110","194563.55"
"44071120","20371826.47"
"4407112000",
"44071180",
"44071190","12526745"
"4407119090","21500"
"44071193",
"440712","18689954"
"4407121",
"44071210",
"44071220","3827494"
"4407129",
"44071290","4568569"
"4407129090",
"44071291",
"4407129100",
"440715",
"440719","4432447"
"44071910","102832"
"44071920",
"44071990","64000"
"4407199090",
"44071998",
"440721",
"440729","52472"
"44074404",
"440790",
"440791","124424"
"44079115",
"44079190",
"440792",
"4407929",
"440794",
"440795","1399574"
"440796","2305644"
"44079610",
"44079690",
"4407969001",
"44079699","109200"
"440797","134941"
"44079710","11480"
"44079799",
"440799","11936913"
"44079901",
"44079910",
"44079927",
"44079940",
"4407999",
"44079990","1473085"
"44079998","25162"
"4408","1431042"
"440890","4097467.4"
"4408900187",
"44089085",
"44089095","532353.682"
"4409","958152"
"440900",
"440910","1011047.38"
"44091010",
"4409101080",
"44091011",
"44091018","1033624"
"440922",
"440929","82908"
"44092991",
"44092999","136810"
"4409299900",
"440939995",
"4410","6376020.14"
"44100000",
"4410000000",
"441011","150370"
"4410110",
"44101110","19039043"
"441011200",
"44101130",
"44101150",
"44101190",
"441012","10280564"
"44101200",
"44101210","42789895.399"
"44101290",
"44101900",
"441031",
"44103100",
"4411","1169000"
"441112","3661294"
"44111200","92970"
"44111210",
"44111290","45570"
"441113","11676.16"
"44111390","12194.91"
"441114",
"44111410","259611"
"4411141000",
"44111490","155964"
"4411200",
"441192","484017.96"
"44119210",
"44119290","190400"
"441193","416000"
"441194","203292"
"4412","9784238.626"
"441200",
"441210","254582"
"44121000","213000"
"44122330",
"44123",
"441231","100502"
"44123110",
"44123210",
"4412321000",
"44123290",
"441233","14465163.21"
"44123300","4654046"
"441233000",
"4412330000",
"441239","664022"
"44123900","185631"
"441250",
"441294","573558"
"44129410",
"44129490",
"441299","141496.28"
"44129985",
"44129999",
"4413","3270165.24"
"441300","251180"
"44130000","192230"
"4414","60974.2"
"441400","34587"
"44140090",
"4415","1765915.15"
"441500",
"44150000",
"441510","593326"
"44151010",
"441512","32000"
"441520","2436512.18"
"44152000",
"44152020","1257822.14"
"44152040",
"44152080",
"44152090",
"4416","11621.4"
"441600",
"4417",
"441700",
"4418","1625823"
"441800","41036"
"441810","48377"
"44181010",
"44181050","16692"
"44181090",
"441820","1243700.7"
"44182050","410410"
"44182080",
"441840",
"441850",
"441860",
"44186000",
"441875","134520"
"441879",
"44187900",
"441890",
"4418904640",
"441899","4657141.95"
"44189910","1907603"
"44189990","372550"
"4419","138247.08"
"441911",
"441912",
"441919",
"441990","20160"
"44199090",
"4420","13402"
"442010",
"442090",
"44209099",
"4421","632704"
"442110","197890.53"
"44211000",
"44219",
"442190",
"44219091",
"44219093",
"44219097",
"442191","9829"
"442199","536739"
"44219910","370880"
"44219999","12450"
"4422",
"44220000",
"4429",
"444011200",
"44407119",
"444112","22300"
"447109",
"44712",
"4491",
"4500",
"4501","20542"
"450190",
"45019000",
"4502","8232"
"4503","20130"
"450310",
"4504","13002.94"
"450410","10060"
"45041091",
"450490",
"4601","21944.2"
"460121","14135"
"460122",
"460129","29544"
"460192",
"460194",
"460199",
"4602","57580.56"
"460211","3561"
"460212","5811"
"460219","49688.45"
"460290","32121.47"
"470100000",
"47010010",
"4702","23100"
"470200",
"4703","4607003"
"470311",
"470321","16233945"
"47032100","1106728"
"470329","1996624"
"47032900",
"4704","723900"
"4705","10542367"
"47050000",
"470620",
"4707","3695462"
"470710",
"47071000",
"47071190",
"470720",
"470730","312020"
"47073090",
"470790","421030"
"47079010",
"47079090","238880"
"4740","6275.2"
"474079",
"4742",
"4750",
"475100","12306.98"
"4752",
"4800",
"4801","402058"
"480100","442454"
"4802","855780"
"480210",
"48021000","54708"
"480220","339476"
"48022000",
"48024090",
"480254",
"48025400","55834"
"480255",
"48025515",
"48025525","61220"
"48025590","139540"
"480256","51787"
"48025620","860320"
"48025680",
"480257","26448"
"48025700",
"480258",
"480261","23916.7"
"4803","162428"
"48030010",
"4804","7585780"
"480411","296514"
"480419",
"48041990",
"480421","2868630"
"48042110","1867861"
"480431","72353"
"48043110",
"480439","47872"
"48043980",
"480441","100287"
"480452","244578"
"4805","2885744"
"480511","6902046"
"48051100","49412"
"480591","87122"
"480593","690802"
"4806","77050"
"480630",
"480640","1615028"
"4807","133842"
"4808","79280.808"
"480810","51.94"
"480890","1060"
"4809","18268"
"480920",
"480990","45008"
"4810","6522880"
"481000",
"481010",
"481013","612750.47"
"481014",
"481019","200530"
"481022","4325806"
"481029","62484"
"481031",
"481032",
"481039",
"481092","3271565"
"48109210",
"481099","471264"
"4811","1489725.12"
"481141","22188"
"48114120",
"481149","19192"
"48115",
"481151","1010110"
"48115100",
"481159","337582"
"48115900",
"481160","496648"
"481190","790205.834"
"48119000",
"481191",
"4812",
"4813","24349"
"481310",
"481320","17000"
"48132000",
"4814",
"481420","5935"
"4816",
"481690","42116"
"4817",
"48171000",
"4818","146957.74"
"481810","11010"
"48181010","7114"
"481820","74006"
"48182010",
"48182091",
"48182099","13882"
"481830",
"481890","52592"
"4819","125859.6"
"481910","30345"
"48191000",
"48191010",
"481920","260.34"
"48192000",
"481930",
"481940",
"481950","19344"
"48195000",
"481960","316743.62"
"48196000",
"4820","212170.09"
"482000",
"482010","179122.72"
"482020","192502"
"482030",
"482050","189086"
"482090","16522"
"4821","51223.01"
"482110",
"48211010",
"482190","5545.9"
"48219010",
"4822","79303"
"482210","31680"
"482290",
"4823","1368579"
"482320",
"48232000",
"482340",
"48234000",
"482369","383610.517"
"48236910",
"482370","9680"
"48237010",
"482390","831314"
"48239010",
"48239085","2"
"4901","21610.626"
"490110","170"
"49011000",
"490199","238581.5"
"49019900","2"
"4903",
"490300","23907.7"
"4904",
"4905",
"490510","103770"
"4906",
"4908",
"4909",
"490900",
"4910",
"491000","90878"
"4911","44181.42"
"491110","10858.6"
"49111010",
"49111090","590.82"
"491190",
"491191",
"49119100",
"491199","9306.89"
"49119900","4511.5"
"5000",
"500400",
"500500",
"5007",
"500710",
"500720",
"5010",
"501032",
"5016",
"50400",
"504000",
"5060",
"50990",
"51000",
"5101","72771"
"510100",
"510111",
"510119",
"510121",
"51012100",
"5105","44758.6"
"510531",
"510600",
"510710",
"5109",
"5111",
"511119",
"51111960",
"511130",
"5112",
"511290",
"511300",
"51191","7853.78"
"5180",
"5201","5724230.1"
"520100","101242.5"
"52010010","604609.6"
"52010090",
"5202","137122"
"520210",
"520291",
"520299","68562.4"
"5203",
"520300",
"52030010",
"5204",
"5205","103543.89"
"520511",
"52051100",
"520512",
"520522",
"520524","21940.1"
"520531","19501.88"
"520532","25367.76"
"520546",
"5206",
"520611",
"520612",
"52061200",
"520621",
"52062100",
"5208","177775.28"
"520811",
"520812",
"52081240",
"520813","5364"
"520819",
"520821","18234.26"
"520822",
"520829",
"520831",
"520832","18330"
"52083216",
"520839",
"520843",
"520851",
"520852","63790"
"520859","25280"
"5209","12362"
"520911","21014"
"520912",
"520919",
"520932",
"520941",
"520959",
"5210","131501.84"
"521011",
"521021","14689"
"521029",
"52102900",
"521032",
"521041",
"521049",
"5211",
"521120",
"521132",
"521141",
"521142",
"5212",
"5301","118176"
"530110",
"53011000",
"530120",
"530121","82210"
"53012100",
"530129","1098043"
"530130",
"53013000",
"5303","4487"
"530390","5059.6"
"5305","1452970"
"530500",
"53050000",
"5306","31320"
"530610",
"5307","106000"
"530720",
"5308","199200"
"530810",
"530890",
"5309","28400"
"530911","9446.6"
"53091110",
"53091190",
"530919",
"53091900",
"530921",
"53092100",
"531010",
"531100",
"53110010",
"5401","23159"
"540110","10143.719"
"540120",
"5402","870469.8"
"540219","662755.5"
"5402190",
"54021900",
"540220","126038"
"54022000","9265.76"
"540233","24716.67"
"540245","20172"
"540246",
"540247",
"540249","41920"
"540251","23100"
"540252",
"540261","97198"
"540262",
"540263","18436"
"5403","578545.37"
"540333",
"5404","9263.6"
"540490","22131"
"5407","243074.06"
"540700",
"540710","168525.598"
"540720","1259.185"
"54072019",
"540742",
"54074200",
"540743","115500"
"540751",
"54075100",
"540752","63083"
"54075200",
"54075220",
"540753",
"540754",
"540761",
"54076110",
"540769",
"540771",
"540772",
"540773",
"540774","3523.38"
"540782",
"540784","671"
"540792",
"540793",
"54079300",
"540822",
"540834",
"542139",
"54304910",
"54315320",
"5479248",
"5501","526431"
"550130","527439"
"5501300",
"55013000",
"550140",
"5503","1496063.2"
"550320","22944.1"
"550330",
"550410","783555.1"
"550510",
"55051010",
"5508",
"550810",
"55081010",
"5509","52300"
"550911",
"550921","22216.65"
"550922","36794.6"
"550951",
"55095130",
"550953",
"55095900",
"550961",
"5510",
"551011","45096.92"
"551030",
"551110","1500"
"551120",
"5512","122803.72"
"551211",
"551219",
"551221",
"551229",
"551299",
"5513","48963"
"551311","36159"
"55131120",
"551312",
"551321","28425"
"551323",
"551329","49132"
"551341","28490"
"551349",
"5514",
"551421",
"551422",
"55142200",
"551423",
"551441",
"551442",
"5515",
"551511",
"55151110",
"551512","77336"
"551519",
"551521",
"551529",
"5516","189"
"551614",
"551692",
"5524805",
"5601","169405.6"
"560100",
"560121",
"56012110",
"56012210",
"5602",
"560210",
"560229",
"5603","375476.017"
"560310",
"560311","291434.02"
"560312","1096729.12"
"56031290","122732.1"
"560313","46179.696"
"56031390",
"560314",
"56031410",
"56031490",
"560391",
"560392","415212"
"560393",
"560394",
"560410",
"560500","26026"
"5606","7825.2"
"5607","20309"
"560721",
"560729",
"560749",
"560750","10026.8"
"56075019","12"
"56075090",
"560790",
"5608","155100"
"560811",
"56081120",
"560819","7893"
"56081930",
"56081990",
"56089000",
"5609","38796"
"560900",
"5667",
"5701",
"570110",
"570190",
"5702","207046.4"
"570210",
"570220",
"570231",
"570232",
"57023220",
"570241",
"570242","6522.06"
"570249",
"570291",
"570292",
"57029210",
"57029290",
"570299",
"5703","100905.95"
"570310",
"570320",
"57032012",
"5703202010",
"57032092",
"570330","33795.29"
"57033018",
"570390",
"5704","16765"
"570410",
"570420",
"57049",
"570490","26694.206"
"5705","133205.49"
"570500","16818"
"57050030","47685"
"58011000",
"580131",
"580132",
"580133",
"58013300",
"580136",
"580137","16074"
"5802",
"580211",
"58021100","26098"
"580219",
"5804",
"580410",
"580421",
"580429",
"580500",
"5806",
"580610","9632.98"
"580620",
"580632","5265"
"58063210",
"580639",
"58063900",
"580640",
"58064000",
"5807",
"580710",
"580790",
"5808","17020"
"580810",
"580890",
"5809",
"5810","27355"
"581010",
"58101010",
"581092",
"58109210",
"581099",
"5811","4128.39"
"581100",
"58110000",
"5901",
"590110",
"59011000",
"590190","54763.55"
"5902",
"590220","35072"
"5903","40984.04"
"590310","50178.62"
"59031010",
"590320","11464"
"59032010",
"590390","20827.85"
"590490",
"5905","3554"
"590500",
"5906",
"590610","10921"
"590691",
"590699",
"5907","17890"
"590700",
"59070000",
"590740",
"5908",
"5909","5481"
