"Cargo type"," (Weight)"
"8479907",
"84799070",
"8480","23517.92"
"848049",
"848071","24110"
"848079",
"8481","266568.14"
"848100",
"848110",
"848120",
"84812010",
"848130",
"848140",
"848180","317468.457"
"84818010",
"8481801085",
"8481801090",
"84818011","144.12"
"8481803010",
"84818059",
"84818090",
"84818099",
"848190","40285.799"
"84819000",
"84819090",
"8482","947050.14"
"848200",
"848210","564992.68"
"84821000",
"84821010",
"84821090",
"848220","171092"
"848230","23727"
"84823000",
"848240",
"848250",
"848280","73284"
"848291",
"848299","14340"
"8483","99574.22"
"848310","51499.591"
"84831095","1108551"
"848320","24248"
"84832000",
"848330",
"84833080",
"848340",
"84834090","33522"
"848350",
"84835080","30591.106"
"848360","899.936"
"84836020",
"84836080",
"848390",
"84839000",
"8484","37514.39"
"848410",
"848420",
"848490",
"8486","8810"
"848610",
"848630",
"848640",
"8487","12662.485"
"848710",
"848790","18912"
"84879040",
"848830",
"848989",
"8501","226739.24"
"850110","74606.81"
"85011020",
"85011093","104480"
"850129",
"850131","12418.9"
"85013200",
"850134",
"850140","28354.86"
"85014020",
"850151","165262.35"
"85015100",
"850152","97409.54"
"85015220","37109.9"
"85015230","6126"
"85015290","37525"
"850153","141882.048"
"85015350","26150"
"85015380",
"85015381",
"850161",
"850164","73297.725"
"85016400",
"8502","9699"
"850210",
"850211",
"850212",
"850213","24750"
"85021380",
"850220","81235"
"85022020",
"85022080",
"850231",
"850239","50740"
"8503","50936"
"850300","34079"
"85030010",
"85030090",
"8504","206077.67"
"850410",
"85041080",
"850421","3801.143"
"85042100",
"85042300","388680"
"850431","27069.23"
"85043180",
"850432",
"850440","193462.72"
"85044030",
"85044088",
"85044090",
"850450",
"850490",
"85049099",
"8505",
"850511",
"85051100",
"850519",
"850520",
"8506","51661"
"850610","123353"
"850640",
"850650","39495"
"85065010",
"850660",
"850680",
"850690",
"8507","92581.5"
"850700",
"850710","50802"
"85071020",
"850720","13000"
"85072020",
"850740",
"850750","23655.6"
"850760","28138.82"
"85076000",
"850780",
"8508","48782.12"
"85081",
"850810",
"850811","54429.733"
"850819","24412.6"
"85081900",
"850860",
"850870","145.151"
"85087000",
"8509","105640.37"
"850910",
"850940","105950.74"
"85094000",
"850980","188884.67"
"85098000",
"850990","586.981"
"8510",
"851010",
"85101000",
"851020","479.906"
"85102000",
"8511","35864.04"
"851110","20248.51"
"85111000",
"851130","5995"
"851140",
"851150",
"851180",
"851190","17602"
"8512","28716.48"
"851210",
"851220","29939.82"
"85122000","66868.547"
"851230",
"851240","12856"
"851290",
"85129010",
"8512902000",
"85129090",
"8513",
"851310",
"8514","1000"
"851410",
"85141090",
"85142010",
"851430",
"851440",
"851490",
"8515","24948"
"851511",
"85151100",
"851519",
"851529",
"851531",
"85153100",
"851539","15977.02"
"85153918",
"851580","10597.27"
"851590","37930.074"
"8516","285313.61"
"851610","123362.15"
"851621","1400.89"
"851629",
"851629200","24007.6"
"85162999",
"851631","4912"
"85163100",
"851632",
"85163200",
"851633",
"851640","50402.58"
"85164000",
"851650","77045.1"
"85165000",
"8516500000",
"851660","233493.06"
"85166010",
"85166050",
"8516605000",
"85166070","15071"
"85166080","7549.5"
"85166090",
"851671","10487.5"
"85167100",
"851672","3276"
"85167200",
"851679","133379.34"
"85167900",
"85167920",
"851680",
"85168020",
"85168080",
"851690","48528.61"
"85169000",
"8517","340808.6"
"851711",
"851712",
"85171200",
"851718",
"851761",
"851762","673217.306"
"85176200",
"851769",
"85176990","308"
"851770","179362.5"
"8517700",
"85177000",
"8518","121173.525"
"851800",
"851810",
"851821","163496.7"
"85182100","20626"
"851822","2739.42"
"85182200",
"851829","146507.59"
"8518290000",
"85182930",
"851830","26184"
"8518300000","4502"
"85183020",
"851840","2921.08"
"851850",
"851890","29505.52"
"8519",
"851930",
"851981",
"851989",
"852190",
"8522",
"8523","42246.65"
"852341","11488.1"
"852349",
"852352",
"8525","550"
"852550","20600"
"852580",
"852691",
"8527","27931"
"852713",
"85271399",
"852719",
"852721",
"852791","57032"
"85279100",
"852799",
"8528",
"852810",
"852852","7520"
"852859","4395.6"
"85285990",
"852871",
"852872","10484"
"85287212",
"85287240",
"8529","46"
"852910","6961.336"
"85291080",
"85291095","1440"
"852990","746355.77"
"85299020",
"85299089",
"85299092",
"85299095",
"8530","36318"
"853010","96564"
"853080",
"8531","12599.78"
"853110",
"85311030",
"853120",
"853180",
"853190","4735"
"85319020",
"8532",
"853222","8431.9"
"853224",
"853225",
"8533","919"
"853329",
"853340",
"853390",
"85340011","18681.4"
"8535",
"853521",
"853540",
"85354000",
"853590","4120"
"8536","54470.804"
"853610",
"853620",
"85363000",
"853649","254"
"85364900",
"853650","51151.17"
"853661","243155.87"
"85366100",
"853669","52588.02"
"85366910",
"853670",
"853690",
"85369010","2703"
"8537","114"
"853710","170"
"85371010","2310"
"85371091","188"
"85371095",
"85371098","71262"
"85371099","75"
"853720","387970"
"8538","33294.1"
"853810","24277"
"85381000",
"85381010",
"853890",
"8538908060",
"85389091",
"8539","72412.89"
"853900",
"853910",
"85391000",
"853911",
"853921","25606"
"85392130",
"853922",
"85392210",
"85392290",
"853929",
"853931","76724.2"
"85393110","21440"
"853932","41740"
"853939",
"853949",
"853950","381781.04"
"853990",
"854011",
"8541","293964"
"854110","4898.33"
"854129",
"854140","66806"
"854150",
"854160",
"8542","6036.74"
"854221",
"854231",
"85429000",
"8543","48816.17"
"854330","11740"
"854370","16628.58"
"85437010",
"854390","22834"
"8544","274194.8"
"854400",
"854410",
"854411",
"854419",
"85441900",
"854420","22350"
"85442000",
"854430",
"854442","157108.5"
"85444210",
"85444290",
"854449","10902"
"85444920",
"85444995",
"854460","158805"
"85446010",
"854470",
"85447000",
"8545","217288"
"854500",
"854511",
"854520",
"854590",
"8546","57426"
"854600",
"854610",
"854620",
"854690","24680"
"85469090",
"8547",
"854710","14400"
"854790",
"854810",
"854890",
"8602",
"8607","417408.76"
"860719","115260"
"860721","21004.775"
"860729",
"860791","293403.109"
"86079190",
"860799",
"86079980",
"8608",
"860800",
"8609","13925"
"860900","33138211.02"
"86090000",
"86090010",
"86090090",
"8701","121104"
"870110",
"870120",
"87012090","22590"
"870130","275190"
"870191","89552"
"870192","3103.42"
"870193","22860"
"870194",
"870195",
"8702",
"870210",
"87021060",
"870290",
"8703","437126.69"
"870300",
"870310","2145"
"87031011",
"870321","18900"
"8703210100",
"87032110",
"870322",
"87032200",
"870323","124607.4"
"87032300",
"8703230048",
"8703230190",
"87032311",
"87032319","6208"
"87032390","2757"
"870324","22982.5"
"87032400",
"87032410","6745"
"8703241000",
"87032490","3576"
"870331",
"870332",
"87033200",
"87033290",
"870333","7160"
"87033319",
"870340",
"870350",
"870360",
"87036000",
"870380","800"
"87038000",
"870390","16712.03"
"8703900100",
"87039010",
"8704",
"870410",
"870421",
"870422",
"870423",
"870431",
"87049000",
"8705",
"870510","9116.84"
"87051000",
"87053000",
"870590","24000"
"87059080",
"8706",
"8707","3224"
"870710","1197.496"
"87071010",
"870790",
"87079090",
"8708","3773956.415"
"870800",
"870810","7220"
"87081010",
"870821",
"87082110",
"870829","213321.894"
"87082910",
"87082925",
"87082990","8091.416"
"87083",
"870830","316574"
"87083000",
"87083099",
"870840","5882.9"
"87084020",
"87084091",
"870850","46116.6"
"87085020",
"870870","278245.3"
"87087010",
"87087099",
"870880","1390359.228"
"87088020",
"87088035",
"87088091",
"870891","80335"
"87089135","5065"
"87089199",
"870892","17375.01"
"87089220","4874"
"87089235",
"870893","16458"
"870894","85148.024"
"87089420",
"870895",
"870899","467182.99"
"87089903",
"87089910",
"8708998175",
"87089993",
"87089997","150235.427"
"8709","11804.409"
"870911",
"870919",
"870990",
"87100000",
"8711","52521"
"871120","14900"
"87112098",
"871130","13414"
"871140","32940"
"87114000",
"871150","200"
"87115000",
"871160","89440.64"
"87116000","5600"
"871190",
"87119010",
"8712","314593.1"
"871200","269743.22"
"87120030","26306.4"
"87120070","7500"
"8713","13140"
"871310",
"87131000",
"871390","21280"
"8714","438421.05"
"871400",
"871410","24643.128"
"87141010",
"871420",
"871491","11262"
"87149110",
"871492","37300.92"
"87149210",
"871493",
"871494","16458"
"871495",
"871496",
"871499","186906.38"
"87149900",
"87149910",
"8715","55418"
"871500","50827.48"
"87150000",
"87150010",
"871510",
"8716","425878"
"871610",
"87161092",
"871620",
"87162000",
"87163910",
"87163950","11713"
"87163980",
"871640","33119.02"
"871680","177202.4"
"87168000",
"871690","37537.5"
"87169010",
"87169030",
"87169090","83860"
"8727",
"8736",
"8801",
"880100",
"88010010",
"880110",
"8802","1035"
"880211",
"880220","2536.48"
"880230",
"880240",
"8803",
"880310",
"880320",
"880330","1000"
"88033000",
"880390","865"
"88039090",
"88040000",
"880490",
"8805",
"880510","8295.84"
"880529",
"8901",
"89011010",
"89011090",
"890190",
"89019010",
"89019090",
"89020010",
"8903","24053"
"890310","2318.64"
"890391",
"89039190",
"890392",
"89039299",
"890399","7812"
"89039999","26000"
"8905",
"89051090",
"89059010",
"89059090",
"8906",
"890690",
"89069010",
"89069099",
"8907","9216"
"890710",
"890790",
"89079000",
"9001","6591"
"900150",
"900190",
"900220",
"9004","4770"
"900410","2454"
"900490","28938.15"
"900510",
"900590",
"9006","7466"
"900661",
"9008",
"901010",
"901050",
"901060",
"901090",
"9011","2459"
"90111","77696"
"901180",
"90121","16682.64"
"9013","6070.851"
"901380",
"901390","3556.201"
"9014","1207.46"
"901410","193.232"
"901510",
"901580","3197.7"
"90158020",
"90158080","16"
"9016",
"9017","96379.5"
"901710",
"901720","12298.434"
"901730",
"901780",
"90178000",
"9018","298058.917"
"901800",
"901810",
"901813","19660"
"901819",
"901831","56157"
"90183100",
"90183110",
"901832",
"901839","18472"
"90183900",
"901841",
"901849","99388.28"
"90185010",
"901890","104145.416"
"90189010",
"90189084",
"9019","72123.207"
"901900",
"901910","45882.014"
"90191010",
"90191090",
"901920","12696"
"90192000",
"9020",
"902000",
"90200000",
"9021","21273.97"
"90210",
"902110","46733"
"90211010",
"902190",
"9022","1953"
"90220","69252"
"902210",
"902212",
"90221200",
"902213",
"902214",
"902219",
"902221",
"902290","731"
"9023","285.766"
"90230","1566"
"902300",
"9023000","11320"
"90230080",
"9024",
"902400",
"902410",
"902480",
"902490",
"9025","18659"
"902511","45.75"
"902519",
"90251910",
"902580",
"902590",
"9026","12848"
"902610","2058.877"
"902620",
"902680",
"902710",
"902720",
"902730",
"902780","8817"
"90278080","5780"
"902790","22.226"
"9028","22328.5"
"902820","5506.8"
"902830","46104.96"
"902890",
"902910",
"902990",
"9030",
"903010",
"903031",
"903033",
"903039",
"903040",
"903089",
"903090",
"9031","11212.4"
"903100",
"903110","395"
"90311000",
"903120","6805"
"90312000",
"903149",
"903180","3563.42"
"90318032",
"903190","1556.729"
"9032",
"903210",
"90321020",
"903220",
"903281",
"903289","539"
"90328900",
"903290",
"9033","162038"
"903300","23336"
"903737",
"90411",
"90422","49392"
"9043",
"9044",
"9046",
"9060",
"90611","20650.2"
"90620","30240"
"909310",
"90961",
"910010",
"9101",
"910111",
"9102",
"910221",
"910291",
"910310",
"9105","46119.5"
"910510",
"910511","978.3"
"910521","27275.78"
"910591",
"9106","27501"
"910690",
"910910",
"91099",
"9201",
"920110",
"9202","2330.83"
"920210",
"920290","16257.9"
"9206","13600.545"
"920600","3302"
"92060000",
"9207","16852.728"
"920700",
"920710","37255"
"920790",
"9209",
"920930","2063.413"
"920992",
"920994","575.7"
"920999","474.916"
"925990",
"930320",
"9304","7380"
"930400",
"93051000",
"930520",
"930591",
"930630",
"93063090",
"93069010",
"9307",
"930900",
"9400",
"9401","1859928.67"
"940100",
"940110",
"94011000",
"940120","209.108"
"94013",
"940130","332952.73"
"9401300",
"94013000",
"940140","57654"
"940151",
"940152",
"940153",
"940161","336547.502"
"94016100",
"9401616000",
"940169","302852.95"
"94016900",
"940171","229605.9"
"94017100",
"940179","378490.74"
"94017900",
"940180","12695.22"
"94018000",
"940190","133426.988"
"94019010",
"94019030","2172.04"
"94019080",
"9402","34111.7"
"940210",
"9402109000",
"940290","7907"
"9403","7322033.879"
"940300",
"940306",
"940310","114155"
"94031000",
"94031051",
"94031058",
"940311",
"940320","1363069.926"
"94032000",
"94032020",
"94032080",
"940330","138842.16"
"94033011",
"94033019",
"94033080",
"940340","296402.07"
"94034010",
"94034040",
"940341",
"940350","3027375.82"
"9403500",
"94035000",
"940360","2981610.92"
"94036000",
"94036010",
"94036030",
"94036040",
"94036080","37076.08"
"9403608040",
"9403608081",
"9403609",
"94036090","71874.854"
"940361",
"940370","174514.82"
"94037000",
"94037080",
"940381",
"94038100",
"940382","110128.9"
"940383",
"94038300",
"940389","9305.687"
"94038900","1500"
"940390","1307151.248"
"94039010","27452.6"
"94039030","129619.92"
"94039070","19406.073"
"94039090","8962.2"
"9404","328887.668"
"940400",
"94041",
"940410","33420"
"940421","43722.67"
"94042190",
"940429","19315"
"94042910","20000.38"
"94042990",
"940430","46708.83"
"940490","1205129.307"
"94049010",
"94049090","31638.984"
"9405","888274.253"
"940500",
"940510","680146.205"
"94051021",
"94051040","618"
"940520","63528.68"
"94052011",
"940530",
"94053000",
"940540","626480.871"
"94054010",
"94054099",
"940550","9451"
"940560",
"94056020",
"94056080",
"940591","4480"
"940592",
"940599","859752.37"
"9406","622428.34"
"940600","19040"
"94060011",
"94060020",
"94060038",
"94060080",
"940610","515222.06"
"9406100",
"94061000",
"940690","172834.96"
"94069010",
"94069031",
"94069090",
"9406909000",
"9407",
"9408",
"9409",
"9410",
"9418","10778.54"
"94221900",
"9430",
"94403",
"9451",
"9463449",
"9503","965417.444"
"950300","1418678.78"
"95030000",
"9503000010",
"95030010","29322.23"
"95030021",
"95030023",
"95030029",
"95030035",
"95030039",
"95030070",
"95030095","8624.5"
"95030099","9979"
"950310",
"950350",
"9504","21824.821"
"950410",
"950420","169.4"
"95042000",
"950430","7885"
"95043010",
"95043020",
"950440",
"950450","27501"
"950490","16376"
"95049080",
"9504908009",
"9504909060",
"9505","4270"
"950500",
"950510","90.719"
"95051000",
"95051010",
"950590","53813"
"9506","759063.89"
"950600",
"950610",
"950611",
"950612",
"950619",
"95061900",
"950629","3774.42"
"950639",
"95063910",
"950640","3574"
"950659","11167.96"
"950661",
"95066100",
"950662","11784.75"
"95066200",
"95066210","5130"
"950669","349.6"
"95066910",
"95066990",
"950670","23056.67"
"950691","227026.679"
"95069110",
"95069190",
"950699","285667.35"
"95069900",
"95069905",
"95069910",
"9506996080",
"95069990",
"9507","13803"
"950700",
"950710","21982.69"
"95071000",
"950720","19210"
"950730","51836.3"
"950790","101538.27"
"95079000",
"9508","3955"
"950810",
"950890","10248"
"95089000",
"9544372",
"960190",
"9602",
"960200",
"96020000",
"9603","82428.04"
"960310",
"960321",
"960329","24941.69"
"960330","19141"
"96033010",
"960340","59599.45"
"96034010",
"960350",
"960390","85015"
"96039010",
"96039091",
"96039099",
"9605","3575"
"960500",
"9606",
"960610","14268"
"960621",
"9607","64717"
"960711",
"960719","86815.54"
"96071900",
"9607190000",
"960720","3824"
"9608","251803.81"
"960810","50018.81"
"96081000",
"96081010",
"96081019",
"960820","31372"
"960840","17803"
"960850","14615.84"
"960860",
"96086000",
"960899",
"9609","111046.94"
"960910",
"96091010",
"960990","33426.058"
"9610","31737.7"
"961000",
"961010",
"961100",
"961220",
"9613","75820"
"961310","34000"
"961320",
"961380",
"9614",
"961400",
"96140010",
"961490",
"9615","28820"
"961511","7423.6"
"96151100",
"961519",
"961590",
"9616","7600"
"961600",
"961610","4723.8"
"96161010",
"961620",
"9617","68671.22"
"961700","4119.78"
"9618",
"961800",
"9619","35715.3"
"961900","80583.76"
"96190030",
"96190040",
"96190050","8800"
"96190071",
"96190075","2252.64"
"96190081","26384.97"
"96190089",
"962000",
"9701",
"970110","27"
"970190",
"9703",
"9704",
"970500",
"97050000",
"9706",
"979700",
"980000",
"9801","938"
"980100",
"980120",
"980240",
"9804","2000"
"980400",
"98040000",
"98040005",
"98040015",
"98040020",
"98040085",
"9805",
"980500",
"98050050",
"9806",
"98060035",
"980700",
"980800",
"9809",
"980900",
"9810","28800.94"
"981000",
"981300",
"982700",
"988084",
"989800",
"990000",
"9901","4043.72"
"9902",
"99025229",
"9905","121663.267"
"990500","24336.9"
"99050000",
"990510",
"9919",
"991900",
"993099",
"99309900",
"9990",
"999029",
"999087",
"999099",
"999500",
"999797",
"9999",
"999990",
"999991",
"999993","6145.269"
"999995",
"999999",
"N/A","4013010562.49"
