id,Stop_name,Stop_code,Common_code,Latitude,Longitude,Road_side,Road_number,Street,County,Parish,Village
"254","b/n","14654","3975","56.9549457","23.0859618","Kreisā","A10","","Tukuma novads","Tumes pagasts",""
"255","b/n","14655","3975","56.9555882","23.0847415","Labā","A10","","Tukuma novads","Tumes pagasts",""
"256","Doles sala","14156","3254","56.8499411","24.2632939","Kreisā","V26","","Salaspils novads","Salaspils pagasts",""
"257","Doles sala","14157","3254","56.8500620","24.2615000","Labā","V26","","Salaspils novads","Salaspils pagasts",""
"258","DIS Gaujmala","15413","6182","57.1266089","24.3129746","Labā","","Dzirnupes iela","Ādažu novads","","Siguļi"
"259","Aprūpes centrs Vidzeme","15414","7454","56.9831006","24.6264823","Kreisā","V75","","Ropažu novads","",""
"264","Kalnkauguri","14741","4092","57.5858258","24.5980814","Kreisā","V140","","Limbažu novads","Viļķenes pagasts",""
"265","Kalnkauguri","14742","4092","57.5864081","24.5986819","Labā","V140","","Limbažu novads","Viļķenes pagasts",""
"266","Skola","14743","4094","57.6114776","24.5956599","Kreisā","V141","","Limbažu novads","Viļķenes pagasts",""
"267","Skola","14744","4094","57.6116483","24.5951868","Labā","V141","","Limbažu novads","Viļķenes pagasts",""
"268","Pietes","14745","4095","57.6645562","24.4961221","Kreisā","V142","","Limbažu novads","Viļķenes pagasts",""
"269","Pietes","14746","4095","57.6657142","24.4952741","Labā","V142","","Limbažu novads","Viļķenes pagasts",""
"278","Krūmiņi","13426","1789","56.7629398","24.9278289","Kreisā","V971","","Lielvārdes novads","Lēdmanes pagasts",""
"279","Pilskalna iela","14226","3376","56.9706980","23.1357340","Kreisā","V1442","Talsu iela","Tukuma novads","Tukuma pilsēta","Tukums"
"280","Kandavas iela","14227","3377","56.9625756","23.1108041","Labā","V1443","Kandavas iela","Tukuma novads","Tukuma pilsēta","Tukums"
"281","Kandavas iela","14228","3377","56.9626755","23.1105317","Kreisā","V1443","Kandavas iela","Tukuma novads","Tukuma pilsēta","Tukums"
"282","b/n","14162","3259","56.7522580","22.9332281","Kreisā","V1458","","Jaunpils novads","Jaunpils pagasts",""
"283","b/n","14163","3259","56.7525793","22.9316541","Labā","V1458","","Jaunpils novads","Jaunpils pagasts",""
"292","Ledus halle","13857","2714","56.8251459","24.5987872","Labā","P5","","Ikšķiles novads","Tīnūžu pagasts","Aizupes"
"293","Ledus halle","13858","2714","56.8256221","24.5987677","Kreisā","P5","","Ikšķiles novads","Tīnūžu pagasts","Aizupes"
"294","b/n","15303","271","56.8002354","24.8613758","Kreisā","P8","","Ķeguma novads","Rembates pagasts",""
"295","b/n","15304","271","56.8004089","24.8604122","Labā","P8","","Ķeguma novads","Rembates pagasts",""
"296","Rudzīši","14515","3835","57.5123799","24.7545086","Kreisā","","Cēsu iela","Limbažu novads","Limbažu pilsēta",""
"297","Rudzīši","14516","3835","57.5123934","24.7533740","Labā","","Cēsu iela","Limbažu novads","Limbažu pilsēta",""
"298","Mehanizācijas iela","14848","4389","57.5122908","24.7314317","Kreisā","P11","Cēsu iela","Limbažu novads","Limbažu pilsēta","Limbaži"
"299","Mehanizācijas iela","14849","4389","57.5123697","24.7315571","Labā","P11","Cēsu iela","Limbažu novads","Limbažu pilsēta","Limbaži"
"300","Ozolaines iela","14850","4391","57.5127360","24.6908136","Kreisā","P12","","Limbažu novads","Limbažu pilsēta","Limbaži"
"301","Stacijas iela","14851","4393","57.5227213","24.7304544","Kreisā","P13","Stacijas iela","Limbažu novads","Limbažu pilsēta","Limbaži"
"302","Stacijas iela","14852","4393","57.5231935","24.7311557","Labā","P13","Stacijas iela","Limbažu novads","Limbažu pilsēta","Limbaži"
"303","b/n","14229","3378","56.9527891","23.1819410","Kreisā","P98","Jelgavas iela","Tukuma novads","Tukuma pilsēta","Tukums"
"304","b/n","14255","3430","57.0319577","22.7895105","Labā","P109","Zemītes iela","Kandavas novads","Kandavas pilsēta","Kandava"
"305","b/n","14256","3433","57.0422953","22.7851113","Labā","P130","","Kandavas novads","Kandavas pilsēta",""
"306","Spartaka iela","14230","231","56.9723731","23.1567986","Kreisā","P131","Raudas iela","Tukuma novads","Tukuma pilsēta","Tukums"
"307","b/n1","15417","5830","56.9714802","23.1503056","Kreisā","","Kurzemes iela","Tukuma novads","Tukuma pilsēta","Tukums"
"308","Pūpolu iela","15418","5836","56.9702514","23.1903895","Kreisā","","L. Dzelzceļa iela","Tukuma novads","Tukuma pilsēta","Tukums"
"309","Pūpolu iela","15419","5836","56.9704109","23.1906459","Labā","","L. Dzelzceļa iela","Tukuma novads","Tukuma pilsēta","Tukums"
"310","Taisnā iela","15420","5840","56.9544409","23.1243932","Kreisā","","Tehnikas iela","Tukuma novads","Tukuma pilsēta","Tukums"
"311","Taisnā iela","15421","5840","56.9546230","23.1240995","Labā","","Tehnikas iela","Tukuma novads","Tukuma pilsēta","Tukums"
"312","Tūjas iela","15422","5842","57.3753570","24.4082923","Kreisā","","Tūjas iela","Limbažu novads","Skultes pagasts","Vārzas"
"313","Irbes iela","15423","651","57.5230643","24.7176515","Labā","","Ciema iela","Limbažu novads","Limbažu pilsēta","Limbaži"
"314","Robežu iela","15424","5843","57.5240874","24.7180075","Kreisā","","Ciema iela","Limbažu novads","Limbažu pilsēta","Limbaži"
"315","Stūrīšu gatve","15425","5844","56.8019070","24.6295496","Kreisā","","Lazdu gatve","Ogres novads","Ogres pilsēta","Ogre"
"316","Rūķu iela","15426","5848","56.8865397","24.3358992","Labā","","Miglu iela","Salaspils novads","Salaspils pilsēta",""
"317","Rūķu iela","15427","5848","56.8871522","24.3358266","Kreisā","","Lejasrūķu iela","Salaspils novads","Salaspils pilsēta",""
"318","Veczariņu iela","15428","5851","56.8895218","24.0577329","Kreisā","","Vecozolu iela","Mārupes novads","","Mārupe"
"319","Veczariņu iela","15429","5851","56.8897159","24.0561392","Labā","","Vecozolu iela","Mārupes novads","","Mārupe"
"322","Ķimši","13853","2702","57.5352738","24.5599725","Kreisā","V140","","Limbažu novads","Viļķenes pagasts",""
"323","Ķimši","13854","2702","57.5358555","24.5590743","Labā","V140","","Limbažu novads","Viļķenes pagasts",""
"328","Raudas iela","15132","4995","56.9759933","23.1551663","Kreisā","P131","Raudas iela","Tukuma novads","Tukuma pilsēta","Tukums"
"329","Pārogres gatve","15430","5853","56.7956913","24.6335210","Kreisā","","Pārogres gatve","Ogres novads","Ogres pilsēta","Ogre"
"330","Pagrieziens uz Aconi","15431","5861","56.8929280","24.3073393","Labā","","C4 Salaspils mamoriāls-TEC 2","Salaspils novads","Salaspils pagasts",""
"331","Pagrieziens uz Aconi","15432","5861","56.8937070","24.3075557","Kreisā","","C4 Salaspils mamoriāls-TEC 2","Salaspils novads","Salaspils pagasts",""
"334","Pīlādžu iela","13310","1403","56.9824132","23.1549283","Kreisā","P131","Raudas iela","Tukuma novads","Tukuma pilsēta","Tukums"
"335","Pavārkalns","15433","215","56.9710170","23.1375890","Labā","","Kurzemes iela","Tukuma novads","Tukuma pilsēta","Tukums"
"336","Acones dārzs","15434","5865","56.8997679","24.3036035","Labā","","C4 Salaspils mamoriāls-TEC 2","Salaspils novads","Salaspils pagasts",""
"337","Acones dārzs","15435","5865","56.8989312","24.3040359","Kreisā","","C4 Salaspils mamoriāls-TEC 2","Salaspils novads","Salaspils pagasts",""
"345","Babītes stacija","15438","5875","56.9581799","23.9534741","Kreisā","","Bērzu iela","Mārupes novads","","Babīte"
"346","Bajāri","15104","4978","56.7875717","21.4927821","Labā","V1192","","Aizputes novads","Lažas pagasts",""
"347","Bajāri","15105","4978","56.7877745","21.4931975","Kreisā","V1192","","Aizputes novads","Lažas pagasts",""
"348","Bajāri","13825","2652","56.4399952","23.8171300","Kreisā","V1072","","Jelgavas novads","Sesavas pagasts","Bajāri"
"349","Bajāri","13826","2652","56.4401308","23.8169667","Labā","V1072","","Jelgavas novads","Sesavas pagasts","Bajāri"
"350","Baka","14194","3339","56.8436762","27.1464525","Kreisā","V489","","Balvu novads","Bērzpils pagasts",""
"351","Baka","14195","3339","56.8437081","27.1465530","Labā","V489","","Balvu novads","Bērzpils pagasts",""
"352","Balborži","14730","4069","56.3494005","26.9361550","Labā","V577","Miera iela 2","Riebiņu novads","Silajāņu pagasts","Silajāņi"
"353","Balborži","14731","4069","56.3495965","26.9360321","Kreisā","V577","Miera iela 2","Riebiņu novads","Silajāņu pagasts","Silajāņi"
"354","Baldone","13503","1921","56.9922715","27.0432585","Kreisā","P36","","Rugāju novads","Rugāju pagasts",""
"355","Baldone","13504","1921","56.9935884","27.0422238","Labā","P36","","Rugāju novads","Rugāju pagasts",""
"356","Baldones","13637","2215","56.5126993","23.2558527","Labā","V1122","","Dobeles novads","Penkules pagasts","Baldonas"
"357","Balgales pagrieziens","14489","3800","57.0885729","22.8008152","Labā","V1434","","Kandavas novads","Kandavas pagasts",""
"358","Bāliņi","13128","931","57.1914475","25.1914288","Labā","V315","","Amatas novads","Amatas pagasts",""
"359","Bāliņi","13129","931","57.1915359","25.1906926","Kreisā","V315","","Amatas novads","Amatas pagasts",""
"360","Baloži","15120","4987","57.5885826","25.5397078","Kreisā","A3","","Burtnieku novads","Valmieras pagasts",""
"361","Baloži","15121","4987","57.5890724","25.5419313","Labā","A3","A3 Lielauši","Burtnieku novads","Valmieras pagasts","Ziedonis"
"362","Baloži","13156","969","56.8760993","24.1221597","Labā","V3","","Ķekavas novads","Baložu pilsēta",""
"363","Baloži","13157","969","56.8764612","24.1231736","Kreisā","V3","","Ķekavas novads","Baložu pilsēta",""
"364","Baloži","13767","2515","57.4161830","27.1812318","Labā","V400","","Alūksnes novads","Jaunalūksnes pagasts",""
"365","Baloži","13768","2515","57.4162138","27.1812087","Kreisā","V400","","Alūksnes novads","Jaunalūksnes pagasts",""
"366","Baloži","14326","3594","56.8631200","22.4045062","Labā","V1149","","Saldus novads","Šķēdes pagasts",""
"367","Baloži","13476","1897","56.7101021","21.7900650","Labā","V1295","","Kuldīgas novads","Laidu pagasts",""
"368","Baložu skola","15439","5877","56.8748685","24.1188586","Kreisā","","Rīgas iela","Ķekavas novads","Baložu pilsēta","Baloži"
"369","Baložu stacija","14635","3961","56.8453168","24.0462022","Labā","V13","","Olaines novads","Olaines pagasts","Stūnīši"
"370","Baložu stacija","14636","3961","56.8459159","24.0471121","Kreisā","V13","","Olaines novads","Olaines pagasts","Stūnīši"
"371","Baltais flīģelis","15440","5879","57.1526336","24.8480068","Labā","","Ausekļa iela","Siguldas novads","Siguldas pilsēta","Sigulda"
"372","Baltais flīģelis","15441","5879","57.1518035","24.8447996","Kreisā","","Šveices iela","Siguldas novads","Siguldas pilsēta","Sigulda"
"373","Baltaiskrogs","14666","3986","56.0703508","26.5192559","Labā","V678","","Daugavpils novads","Kalupes pagasts",""
"374","Baltaiskrogs","14667","3986","56.0706693","26.5203096","Kreisā","V678","","Daugavpils novads","Kalupes pagasts",""
"375","Baltceriņi","14145","3218","56.4999198","21.1783586","Kreisā","P113","","Grobiņas novads","Grobiņas pagasts",""
"376","Baltceriņi","14146","3218","56.5003340","21.1781910","Labā","P113","","Grobiņas novads","Grobiņas pagasts",""
"377","Baltina","15000","4845","56.6368677","27.0265920","Labā","V561","","Rēzeknes novads","Rikavas pagasts",""
"378","Baltina","15001","4845","56.6378931","27.0262515","Kreisā","V561","","Rēzeknes novads","Rikavas pagasts",""
"379","Banga","15442","5880","57.5084678","22.7953638","Labā","P131","Jūras iela ","Rojas novads","","Roja"
"380","Banga","15443","5880","57.5080927","22.7966787","Kreisā","P131","Jūtas iela","Rojas novads","","Roja"
"381","Baraukši","14984","4812","56.4656290","27.7386658","Labā","P49","","Ludzas novads","Ņukšu pagasts",""
"382","Baraukši","14985","4812","56.4658946","27.7393296","Kreisā","P49","","Ludzas novads","Ņukšu pagasts",""
"383","Bārdaskrogs","7553","164","57.5708127","26.9550200","Labā","V381","","Alūksnes novads","Veclaicenes pagasts",""
"384","Barisova","14164","3260","56.3366212","27.7813971","Labā","P49","","Ludzas novads","Pildas pagasts",""
"385","Barisova","14165","3260","56.3370310","27.7815261","Kreisā","P49","","Ludzas novads","Pildas pagasts",""
"386","Bauriški","13278","1351","55.9872218","27.2013218","Kreisā","V642","","Krāslavas novads","Kombuļu pagasts",""
"387","Bauriški","13279","1351","55.9872415","27.2021013","Labā","V642","","Krāslavas novads","Kombuļu pagasts",""
"389","Baznīca","15444","5881","56.8577105","24.3308723","Kreisā","","Enerģētiķu iela","Salaspils novads","Salaspils pilsēta","Salaspils"
"390","Baznīca","15445","5881","56.8584378","24.3304877","Labā","","Enerģētiķu iela","Salaspils novads","Salaspils pilsēta","Salaspils"
"391","Baznīca","14233","3387","56.1973584","26.5222091","Kreisā","V751","Padomju iela 6","Vārkavas novads","Upmalas pagasts","Upmala"
"392","Baznīca","14234","3387","56.1974126","26.5219455","Labā","V751","Padomju iela 6","Vārkavas novads","Upmalas pagasts","Upmala"
"393","Baznīca","14801","4320","56.7422823","24.3922178","Labā","","Rīgas iela","Ķekavas novads","",""
"394","Baznīca","14802","4320","56.7423410","24.3938648","Kreisā","","Rīgas iela","Ķekavas novads","",""
"395","Baznīca","15096","4969","56.5316682","23.4955295","Labā","V1098","","Jelgavas novads","Zaļenieku pagasts",""
"396","Baznīca","15097","4969","56.5316884","23.4954391","Kreisā","V1098","","Jelgavas novads","Zaļenieku pagasts",""
"397","Baznīckalns","13635","2210","57.5241691","25.2985075","Kreisā","V213","","Kocēnu novads","Kocēnu pagasts",""
"398","Baznīckalns","13636","2210","57.5242730","25.2986422","Labā","V213","","Kocēnu novads","Kocēnu pagasts",""
"399","BD Pasaciņa","15446","5882","56.5410399","27.7288304","Labā","","Latgales iela 171","Ludzas novads","Ludzas pilsēta","Ludza"
"400","Brīvkalni","13300","1379","56.9239373","23.9140784","Labā","A5","","Mārupes novads","Babītes pagasts","Brīvkalni"
"401","Brīvkalni","13301","1379","56.9282300","23.9161080","Kreisā","A5","","Mārupes novads","Babītes pagasts","Brīvkalni"
"402","Bekas","13789","2578","57.6648079","25.2507835","Kreisā","V112","","Burtnieku novads","Burtnieku pagasts",""
"403","Bekas","13790","2578","57.6649816","25.2511269","Labā","V112","","Burtnieku novads","Burtnieku pagasts",""
"404","Bēkmaņi","14334","3606","57.5581591","25.2830288","Kreisā","V215","","Kocēnu novads","Kocēnu pagasts",""
"405","Bēkmaņi","14335","3606","57.5582840","25.2828518","Labā","V215","","Kocēnu novads","Kocēnu pagasts",""
"406","Belomoiki","14296","3550","56.4493756","27.7249913","Labā","P49","","Ludzas novads","Ņukšu pagasts",""
"407","Belomoiki","14297","3550","56.4495895","27.7251019","Kreisā","P49","","Ludzas novads","Ņukšu pagasts",""
"408","Beltas","14422","3712","57.1414673","22.6605465","Labā","V1399","","Talsu novads","Virbu pagasts",""
"409","Beltas","14423","3712","57.1415250","22.6605373","Kreisā","V1399","","Talsu novads","Virbu pagasts","Lēdas"
"410","Beļauski","14508","3820","56.8444116","27.1084887","Kreisā","V489","Skolas iela 7","Balvu novads","Bērzpils pagasts","Bērzpils"
"411","Beļauski","14509","3820","56.8445379","27.1081708","Labā","V489","Skolas iela 7","Balvu novads","Bērzpils pagasts","Bērzpils"
"412","Beņķi","13875","2732","57.5928329","25.2918181","Kreisā","V216","","Kocēnu novads","Kocēnu pagasts",""
"413","Beņķi","13876","2732","57.5928521","25.2916966","Labā","V216","","Kocēnu novads","Kocēnu pagasts",""
"414","Berezovka","14372","3651","55.9866542","26.8760347","Labā","V687","","Daugavpils novads","Biķernieku pagasts",""
"415","Berezovka","14373","3651","55.9867975","26.8762779","Kreisā","V687","","Daugavpils novads","Biķernieku pagasts",""
"416","Beirāni","10640","260","56.6769220","26.9662800","Kreisā","V592","","Rēzeknes novads","Nagļu pagasts",""
"417","Bernāni","10757","261","56.2834431","26.5938785","Kreisā","V752","","Līvānu novads","Sutru pagasts",""
"418","Bernāni","10655","261","56.2835783","26.5931598","Labā","V752","","Līvānu novads","Sutru pagasts",""
"419","Bērnu nams","15213","5216","56.8800928","22.9903701","Kreisā","V1452","","Tukuma novads","Irlavas pagasts","Irlava"
"420","Bērnu nams","15214","5216","56.8802488","22.9905478","Labā","V1452","","Tukuma novads","Irlavas pagasts","Irlava"
"421","Bērnudārzs","15447","5891","57.2237859","22.5259532","Kreisā","","Ozolu iela ","Talsu novads","Ģibuļu pagasts","Pastende"
"422","Bērnudārzs","14321","3586","56.7426166","25.7702796","Kreisā","V916","","Pļaviņu novads","Vietalvas pagasts","Vietalva"
"423","Bērnudārzs","14322","3586","56.7428919","25.7707242","Labā","V916","","Pļaviņu novads","Vietalvas pagasts","Vietalva"
"424","Bērnudārzs","15448","5892","57.3290471","23.1267074","Kreisā","P131","Lielā iela ","Mērsraga novads","","Mērsrags"
"425","Bērnudārzs","15449","5892","57.3297175","23.1266997","Labā","P131","Lielā iela ","Mērsraga novads","","Mērsrags"
"426","Bērnudārzs Lienīte","15450","5893","56.8983216","24.0462784","Labā","","Mārupītes gatve","Mārupes novads","","Mārupe"
